instrument_type,isin,symbol,scrip_name,scrip_code
Equity,INE643K01018,ARIHANTSUP,Arihant Superstructures Limited,IN506194
Equity,INE510P01018,ARMAN,Arman Holdings Ltd,IN538556
Equity,INE185K01036,ARNOLD,Arnold Holdings Ltd,IN537069
Equity,INE570D01018,ARROWGREEN,Arrow Greentech Ltd,IN516064
Equity,INE0PP401015,ARROWHEAD,Arrowhead Seperation Engineering Ltd,IN544025
Equity,INE968D01022,ARSHIYA,Arshiya Limited,IN506074
Equity,INE757T01025,AEPL,Artemis Electricals and Projects Ltd,IN542670
Equity,INE025R01021,ARTEMISMED,Artemis Medicare Services Ltd,IN542919
Equity,INE377D01018,ARUNIS,Arunis Abode Ltd,IN526935
Equity,INE485K01014,ABVL,Arunjyoti Bio Ventures Ltd,IN530881
Equity,INE955V01021,ARVINDFASN,Arvind Fashions Ltd,IN542484
Equity,INE034S01021,ARVSMART,Arvind SmartSpaces Ltd,IN539301
Equity,INE229R01011,ARYACAPM,Aryaman Capital Markets Ltd,IN538716
Equity,INE016X01010,ARYAN,Aryan Share and Stock Brokers Ltd,IN542176
Equity,INE0DN001027,ASARFI,Asarfi Hospital Ltd,IN543943
Equity,INE05FR01029,AGOL,Ashapuri Gold Ornament Ltd,IN542579
Equity,INE094B01013,ASHIKA,Ashika Credit Capital Ltd,IN543766
Equity,INE694W01024,ASHNI,Ashnisha Industries Ltd,IN541702
Equity,INE760Y01011,ASHOKAMET,Ashoka Metcast Ltd,IN540923
Equity,INE131Q01011,ASIACAP,Asia Capital Ltd,IN538777
Equity,INE276G01015,ASIANENE,Asian Energy Services Ltd,IN530355
Equity,INE363A01022,ASIANHOTNR,Asian Hotels (North) Limited,IN500023
Equity,INE04Z101016,ASIAN,Asian Warehousing Ltd,IN543927
Equity,INE500C01017,ASPIRA,Aspira Pathlab & Diagnostics Ltd,IN540788
Equity,INE165G01010,ASSAMENT,Assam Entrade Ltd,IN542911
Equity,INE0RIQ01013,ASSOCIATED,Associated Coaters Ltd,IN544183
Equity,INE914M01019,ASTERDM,Aster DM Healthcare Ltd,IN540975
Equity,INE006I01046,ASTRAL,Astral Ltd,IN532830
Equity,INE646X01014,ASTRON,Astron Paper & Board Mill Ltd,IN540824
Equity,INE0ALR01029,ATALREAL,Atal Realtech Ltd,IN543911
Equity,INE09KD01013,ATAM,Atam Valves Ltd,IN543236
Equity,INE291R01011,ATHCON,Athena Constructions Ltd,IN539099
Equity,INE011R01013,ATISHAY,Atishay Ltd,IN538713
Equity,INE285H01022,ATLANTAA,Atlantaa Ltd,IN532759
Equity,INE218C01016,AUSOMENT,AuSom Enterprise Limited,IN509009
Equity,INE898S01029,AURUM,Aurum PropTech Ltd,IN539289
Equity,IN9898S01027,AURUMPP,Aurum PropTech Ltd,IN890168
Equity,INE206F01022,AIIL,Authum Investment & Infrastructure Ltd,IN539177
Equity,INE349W01017,AVADHSUGAR,Avadh Sugar & Energy Ltd,IN540649
Equity,INE0LCL01028,AVALON,Avalon Technologies Ltd,IN543896
Equity,INE09BN01011,AVEER,Aveer Foods Ltd,IN543737
Equity,INE192R01011,DMART,Avenue Supermarts Ltd,IN540376
Equity,INE316O01021,APIL,Avi Products India Ltd,IN523896
Equity,INE323B01016,AVONMORE,Avonmore Capital & Management Services Limited,IN511589
Equity,INE652Z01017,AVROIND,Avro India Ltd,IN543512
Equity,INE108V01019,AWFIS,Awfis Space Solutions Ltd,IN544181
Equity,INF846K01Z12,AXISHCETF,Axis NIFTY Healthcare ETF,IN543348
Equity,INF846K01Y96,AXISTECETF,Axis NIFTY IT ETF,IN543347
Equity,INF846K016C7,AXISCETF,Axis NIFTY India Consumption ETF,IN543357
Equity,INE555B01013,AXISCADES,Axiscades Technologies Ltd,IN532395
Equity,INE02EZ01022,AXITA,Axita Cotton Ltd,IN542285
Equity,INE02IJ01035,AZAD,Azad Engineering Ltd,IN544061
Equity,INE0SCB01016,AZTEC,Aztec Fluids & Machinery Ltd,IN544177
Equity,INE489D01011,BNALTD,B & A LTD.,IN508136
Equity,INE00FM01013,BAPACK,B&A Packaging India Limited,IN523186
Equity,INE01EE01011,BBTCL,B&B Triplewall Containers Ltd,IN543668
Equity,INE0IZQ01016,BRRL,B-Right Realestate Ltd,IN543543
Equity,INE116D01028,BAGFILMS,B.A.G.FILMS & MEDIA LTD.,IN532507
Equity,INE905P01028,BCP,B.C. Power Controls Ltd,IN537766
Equity,INE265C01025,BJDUP,B.J.DUPLEX BOARDS LTD.,IN531647
Equity,INE350H01032,BLKASHYAP,B.L.KASHYAP AND SONS LTD.,IN532719
Equity,INE710D01010,BNRSEC,B.N.RATHI SECURITIES LTD.,IN523019
Equity,INE151B01011,B2BSOFT,B2B SOFTWARE TECHNOLOGIES LTD.,IN531268
Equity,INE893A01036,BABA,BABA ARTS LTD.-$,IN532380
Equity,INE711D01018,BACPHAR,BACIL PHARMA LTD.,IN524516
Equity,INE917I01010,BAJAJ-AUTO,BAJAJ AUTO LTD.,IN532977
Equity,INE193E01025,BAJAJELEC,BAJAJ ELECTRICALS LTD.-$,IN500031
Equity,INE918I01026,BAJAJFINSV,BAJAJ FINSERV LTD.,IN532978
Equity,INE553H01015,BAJGLOB,BAJAJ GLOBAL LTD.,IN512261
Equity,INE118A01012,BAJAJHLDNG,BAJAJ HOLDINGS & INVESTMENT LTD.,IN500490
Equity,INE704G01024,BAJAJST,BAJAJ STEEL INDUSTRIES LTD.,IN507944
Equity,INE083D01012,BALPHARMA,BAL PHARMA LTD.,IN524824
Equity,INE050E01027,BALAMINES,BALAJI AMINES LTD.-$,IN530999
Equity,INE794B01026,BALAJITELE,BALAJI TELEFILMS LTD.,IN532382
Equity,INE787D01026,BALKRISIND,BALKRISHNA INDUSTRIES LTD.-$,IN502355
Equity,INE164A01016,BALMLAWRIE,BALMER LAWRIE & CO.LTD.,IN523319
Equity,INE525F01017,BLIL,BALMER LAWRIE INVESTMENTS LTD.,IN532485
Equity,INE119A01028,BALRAMCHIN,BALRAMPUR CHINI MILLS LTD.,IN500038
Equity,INE654B01014,BALTE,BALURGHAT TECHNOLOGIES LTD.,IN520127
Equity,INE921D01013,BAMBINO,BAMBINO AGRO INDUSTRIES LTD.,IN519295
Equity,INE802A01037,BAMPSL,BAMPSL SECURITIES LTD.,IN531591
Equity,INE655B01011,BANARBEADS,BANARAS BEADS LTD.,IN526849
Equity,INE521L01030,BANASFN,BANAS FINANCE LTD.,IN509053
Equity,INE213C01025,BANCOINDIA,BANCO PRODUCTS (INDIA) LTD.-$,IN500039
Equity,INE863I01016,BANG,BANG OVERSEAS LTD.,IN532946
Equity,INE028A01039,BANKBARODA,BANK OF BARODA,IN532134
Equity,INE084A01016,BANKINDIA,BANK OF INDIA,IN532149
Equity,INE457A01014,MAHABANK,BANK OF MAHARASHTRA,IN532525
Equity,INE186H01022,BASML,BANNARI AMMAN SPINNING MILLS LTD.,IN532674
Equity,INE459A01010,BANARISUG,BANNARI AMMAN SUGARS LTD.,IN500041
Equity,INE629D01020,BANSWRAS,BANSWARA SYNTEX LTD.-$,IN503722
Equity,INE139I01011,BVCL,BARAK VALLEY CEMENTS LTD.,IN532916
Equity,INE927K01023,BAROEXT,BARODA EXTRUSION LTD.,IN513502
Equity,INE461A01024,BARODARY,BARODA RAYON CORPORATION LTD.,IN500270
Equity,INE855F01042,ASMS,BARTRONICS INDIA LTD.,IN532694
Equity,INE473E01021,BASANTGL,BASANT AGRO TECH (INDIA) LTD.-$,IN524687
Equity,INE373A01013,BASF,BASF INDIA LTD.,IN500042
Equity,INE176A01028,BATAINDIA,BATA INDIA LTD.,IN500043
Equity,INE177C01022,BATLIBOI,BATLIBOI LTD.-$,IN522004
Equity,INE462A01022,BAYERCROP,BAYER CROPSCIENCE LTD.,IN506285
Equity,INE788D01016,BCCFUBA,BCC FUBA INDIA LTD.,IN517246
Equity,INE368E01023,BCLENTERPR,BCL Enterprises Ltd,IN539621
Equity,INE412G01024,BCLIND,BCL Industries Ltd-$,IN524332
Equity,INE00SW01015,BCPL,BCPL Railway Infrastructure Ltd,IN542057
Equity,INE278D01018,BDH,BDH INDUSTRIES LTD.,IN524828
Equity,INE844K01012,BEDMUTHA,BEDMUTHA INDUSTRIES LTD.,IN533270
Equity,INE052B01011,BEEYU,BEEYU OVERSEAS LTD.,IN532645
Equity,INE142E01014,BEMHY,BEMCO HYDRAULICS LTD.,IN522650
Equity,INE258A01016,BEML,BEML LTD.,IN500048
Equity,INE0N7W01012,BLAL,BEML Land Assets Ltd,IN543898
Equity,INE664D01019,BENARAS,BENARES HOTELS LTD.,IN509438
Equity,INE083K01017,BENGALASM,BENGAL & ASSAM COMPANY LTD.,IN533095
Equity,INE523W01017,BENGALS,BENGAL STEEL INDUSTRIES LTD.,IN512404
Equity,INE665D01016,BENGALT,BENGAL TEA & FABRICS LTD.,IN532230
Equity,INE496M01017,BENTCOM,BENTLEY COMMERCIAL ENTERPRISES LTD.,IN512195
Equity,INE463A01038,BERGEPAINT,BERGER PAINTS INDIA LTD.,IN509480
Equity,INE348I01018,BERVINL,BERVIN INVESTMENT & LEASING LTD.,IN531340
Equity,INE415H01017,BERLDRG,BERYL DRUGS LTD.,IN524606
Equity,INE508J01015,BERYLSE,BERYL SECURITIES LTD.,IN531582
Equity,INE553F01035,BESTEAST,BEST EASTERN HOTELS LTD.,IN508664
Equity,INE765L01017,BETXIND,BETEX INDIA LTD.,IN512477
Equity,INE878K01010,BFINVEST,BF INVESTMENT LTD.,IN533303
Equity,INE243D01012,BFUTILITIE,BF UTILITIES LTD.-$,IN532430
Equity,INE948Q01018,BFLAFL,BFL Asset Finvest Ltd,IN539662
Equity,INE443D01018,BGIL,BGIL FILMS & TECHNOLOGIES LTD.,IN511664
Equity,INE661I01014,BGRENERGY,BGR ENERGY SYSTEMS LTD.,IN532930
Equity,INE414D01027,BHAGCHEM,BHAGIRADHA CHEMICALS & INDUSTRIES LTD.,IN531719
Equity,INE106G01014,BGWTATO,BHAGWATI AUTOCAST LTD.,IN504646
Equity,INE026I01010,BHAGWOX,BHAGWATI OXYGEN LTD.,IN509449
Equity,INE458B01036,BHAGYANGR,BHAGYANAGAR INDIA LTD.,IN512296
Equity,INE474E01029,BHANDARI,BHANDARI HOSIERY EXPORTS LTD.,IN512608
Equity,INE922A01025,BEPL,BHANSALI ENGINEERING POLYMERS LTD.-$,IN500052
Equity,INF109KB15Y7,ICICIB22,BHARAT 22 ETF - ICICI Prudential AMC,IN540787
Equity,INE842D01029,BHARATAGRI,BHARAT AGRI FERT & REALTY LTD.,IN531862
Equity,INE900A01013,BHARAT,BHARAT BHUSHAN SHARE & COMMODITY BROKERS LTD.,IN511501
Equity,INE464A01036,BBL,BHARAT BIJLEE LTD.-$,IN503960
Equity,INE263A01024,BEL,BHARAT ELECTRONICS LTD.,IN500049
Equity,INE465A01025,BHARATFORG,BHARAT FORGE LTD.,IN500493
Equity,INE561C01019,BHARATGEAR,BHARAT GEARS LTD.,IN505688
Equity,INE257A01026,BHEL,BHARAT HEAVY ELECTRICALS LTD.,IN500103
Equity,INE994B01014,BIBCL,BHARAT IMMUNOLOGICALS & BIOLOGICALS CORPORATION LTD.-$,IN524663
Equity,INE029A01011,BPCL,BHARAT PETROLEUM CORPORATION LTD.,IN500547
Equity,INE838B01013,BHARATRAS,BHARAT RASAYAN LTD.,IN590021
Equity,INE415D01024,BHARATSE,BHARAT SEATS LTD.-$,IN523229
Equity,INE397D01024,BHARTIARTL,BHARTI AIRTEL LTD.,IN532454
Equity,INE828A01016,BIL,BHARTIYA INTERNATIONAL LTD.,IN526666
Equity,INE972C01018,BHASKAGR,BHASKAR AGROCHEMICALS LTD.,IN524534
Equity,INE333H01020,BHEEMACEM,BHEEMA CEMENTS LTD.,IN518017
Equity,INE436C01014,BHILSPIN,BHILWARA SPINNERS LTD.,IN514272
Equity,INE274K01012,BTTL,BHILWARA TECHNICAL TEXTILES LTD.,IN533108
Equity,INE819C01011,BIHSPONG,BIHAR SPONGE IRON LTD.,IN500058
Equity,INE491D01017,BIJHANS,BIJOY HANS LTD.,IN524723
Equity,INE986A01012,BI,BILCARE LTD.-$,IN526853
Equity,INE469A01019,BIMETAL,BIMETAL BEARINGS LTD.-$,IN505681
Equity,INE071A01013,BINANIIND,BINANI INDUSTRIES LTD.,IN500059
Equity,INE626H01019,ZBINTXPP,BINAYAK TEX PROCESSORS LTD.,IN523054
Equity,INE376G01013,BIOCON,BIOCON LTD.,IN532523
Equity,INE829A01014,BIOFILCHEM,BIOFIL CHEMICALS & PHARMACEUTICALS LTD.,IN524396
Equity,INE340A01012,BIRLACORPN,BIRLA CORPORATION LTD.,IN500335
Equity,INE372E01025,BIRLAPREC,BIRLA PRECISION TECHNOLOGIES LTD.,IN522105
Equity,INE839A01021,BITS,BITS LTD.,IN526709
Equity,INE356C01022,BKV,BKV INDUSTRIES LTD.,IN519500
Equity,INE761G01016,BLACKROSE,BLACK ROSE INDUSTRIES LTD.,IN514183
Equity,INE791A01024,BLBLIMITED,BLB LTD.,IN532290
Equity,INE416D01022,BLISSGVS,BLISS GVS PHARMA LTD.,IN506197
Equity,INE253C01013,BLOOM,BLOOM DEKOR LTD.-$,IN526225
Equity,INE373E01015,BLOIN,BLOOM INDUSTRIES LTD.,IN513422
Equity,INE0NLT01010,BLSE,BLS E-Services Ltd,IN544107
Equity,INE606B01022,BLSINFOTE,BLS INFOTECH LTD.,IN531175
Equity,INE153T01027,BLS,BLS International Services Ltd,IN540073
Equity,INE657B01025,BLUECHIP,BLUE CHIP INDIA LTD.,IN531936
Equity,INE472D01017,BLUECHIPT,BLUE CHIP TEX INDUSTRIES LTD.,IN506981
Equity,INE233B01017,BLUEDART,BLUE DART EXPRESS LTD.,IN526612
Equity,INE472A01039,BLUESTARCO,BLUE STAR LTD.,IN500067
Equity,INE374E01021,BMW,BMW Industries Ltd,IN542669
Equity,INE00HZ01011,BNHOLDINGS,BN Holdings Ltd,IN526125
Equity,INE355C01016,BNRUDY,BNR UDYOG LTD.,IN530809
Equity,INE338D01028,BODALCHEM,BODAL CHEMICALS LTD.,IN524370
Equity,INE050A01025,BBTC,BOMBAY BURMAH TRADING CORP.LTD.,IN501425
Equity,INE691K01017,BOMBCYC,BOMBAY CYCLE & MOTOR AGENCY LTD.,IN501430
Equity,INE032A01023,BOMDYEING,BOMBAY DYEING & MFG.CO.LTD.,IN500020
Equity,INE089T01023,BOMBWIR,BOMBAY WIRE ROPES LTD.,IN504648
Equity,INE323A01026,BOSCHLTD,BOSCH LTD.,IN500530
Equity,INE583M01012,BMAL,BOTHRA METALS & ALLOYS LTD.,IN535279
Equity,INE110A01019,BPL,BPL LTD.,IN500074
Equity,INE856A01017,BRADYM,BRADY & MORRIS ENGINEERING CO.LTD.,IN505690
Equity,INE320I01017,BRAHMINFRA,BRAHMAPUTRA INFRASTRUCTURE LTD.,IN535693
Equity,INE899B01015,BRAWN,BRAWN BIOTECH LTD.,IN530207
Equity,INE958C01017,BRIDGESE,BRIDGE SECURITIES LTD.,IN530249
Equity,INE791I01019,BRIGADE,BRIGADE ENTERPRISES LTD.,IN532929
Equity,INE630D01010,BRIGHTBR,BRIGHT BROTHERS LTD.-$,IN526731
Equity,INE957E01031,BRIJLEAS,BRIJLAXMI LEASING & FINANCE LTD.,IN532113
Equity,INE216A01030,BRITANNIA,BRITANNIA INDUSTRIES LTD.,IN500825
Equity,INE650L01011,BROOKS,BROOKS LABORATORIES LTD.,IN533543
Equity,INE395A01016,BSELALGO,BSEL Algo Ltd,IN532123
Equity,INE594B01012,BSL,BSL LTD.,IN514045
Equity,INE817H01014,BURNPUR,BURNPUR CEMENT LTD.,IN532931
Equity,INE020D01022,BAIDFIN,Baid Finserv Ltd,IN511724
Equity,INE933K01021,BAJAJCON,Bajaj Consumer Care Ltd,IN533229
Equity,INE296A01024,BAJFINANCE,Bajaj Finance Limited,IN500034
Equity,INF0QA701722,NIFTYBETF,Bajaj Finserv Nifty 50 ETF,IN544092
Equity,INF0QA701714,BANKBETF,Bajaj Finserv Nifty Bank ETF,IN544093
Equity,INE411U01027,BAJAJHCARE,Bajaj Healthcare Ltd,IN539872
Equity,INE306A01021,BAJAJHIND,Bajaj Hindusthan Sugar Limited,IN500032
Equity,INE377Y01014,BAJAJHFL,Bajaj Housing Finance Limited,IN544252
Equity,INE0KQN01018,BAJEL,Bajel Projects Ltd,IN544042
Equity,INE119R01014,BALGOPAL,Balgopal Commercial Ltd,IN539834
Equity,INE875R01011,BALKRISHNA,Balkrishna Paper Mills Ltd,IN539251
Equity,INE011E01029,BALUFORGE,Balu Forge Industries Ltd,IN531112
Equity,INE875N01036,BANDARAM,Bandaram Pharma Packtech Ltd,IN524602
Equity,INE545U01014,BANDHANBNK,Bandhan Bank Ltd,IN541153
Equity,INF194KA1T91,IDFSENSEXE,Bandhan S&P BSE SENSEX ETF,IN540154
Equity,INE578R01011,BFFL,Bangalore Fort Farms Ltd,IN539120
Equity,INE319Q01012,BRPL,Bansal Roofing Products Ltd,IN538546
Equity,INE382M01027,BARBEQUE,Barbeque-Nation Hospitality Ltd,IN543283
Equity,INE217E01014,BAZELINTER,Bazel International Ltd,IN539946
Equity,INE520H01022,BEARDSELL,Beardsell Ltd,IN539447
Equity,INE679E01015,BNL,Beekay Niryat Ltd,IN539546
Equity,INE213D01015,BEEKAY,Beekay Steel Industries Ltd,IN539018
Equity,INE344T01014,BELLACASA,Bella Casa Fashion & Retail Ltd,IN539399
Equity,INE495Z01011,BENARA,Benara Bearings and Pistons Ltd,IN541178
Equity,INE0Q2Z01013,BENCHMARK,Benchmark Computer Solutions Ltd,IN544052
Equity,INE052T01013,BESTAGRO,Best Agrolife Ltd,IN539660
Equity,INE354C01027,BHAGERIA,Bhageria Industries Ltd,IN530803
Equity,INE986W01016,BGJL,Bhakti Gems and Jewellery Ltd,IN540545
Equity,INE336Q01016,BHANDERI,Bhanderi Infracon Ltd,IN538576
Equity,INE171Z01026,BDL,Bharat Dynamics Ltd,IN541143
Equity,INE365Y01019,BPLPHARMA,Bharat Parenterals Ltd,IN541096
Equity,INE727S01012,BRNL,Bharat Road Network Ltd,IN540700
Equity,INE316L01019,BHARATWIRE,Bharat Wire Ropes Ltd,IN539799
Equity,IN9397D01014,AIRTELPP,Bharti Airtel  Ltd,IN890157
Equity,INE343G01021,BHARTIHEXA,Bharti Hexacom Ltd,IN544162
Equity,INE0KQ001017,BCCL,Bhatia Colour Chem Ltd,IN543497
Equity,INE341Z01025,BHATIA,Bhatia Communications & Retail (India) Ltd,IN540956
Equity,INE412U01025,BIGBLOC,Bigbloc Construction Ltd,IN540061
Equity,INE00E101023,BIKAJI,Bikaji Foods International Ltd,IN543653
Equity,INE0CRS01012,BILLWIN,Billwin Industries Ltd,IN543209
Equity,INE564V01013,BINDALEXPO,Bindal Exports Ltd,IN540148
Equity,INE703D01023,BIOGEN,Biogen Pharmachem Industries Ltd,IN531752
Equity,INE800A01015,BIRLACABLE,Birla Cable Ltd,IN500060
Equity,INE836A01035,BSOFT,Birlasoft Ltd,IN532400
Equity,INE214D01021,BISIL,Bisil Plast Limited,IN531671
Equity,INE0OJ401014,BIZOTIC,Bizotic Commercial Ltd,IN543926
Equity,INE676A01027,BBOX,Black Box Ltd,IN500463
Equity,INE373T01039,BLUECLOUDS,Blue Cloud Softech Solutions Ltd,IN539607
Equity,INE0KBH01020,BLUEJET,Blue Jet Healthcare Ltd,IN544009
Equity,INE0EEJ01023,BTML,Bodhi Tree Multimedia Ltd,IN543767
Equity,INE01TL01014,BOMOXY-B1,Bombay Oxygen Investments Ltd,IN509470
Equity,INE910D01024,BOMTALKIES,Bombay Talkies Ltd,IN511246
Equity,INE0Q8P01011,BONDADA,Bondada Engineering Ltd,IN543971
Equity,INE0B9A01018,BONLON,Bonlon Industries Ltd,IN543211
Equity,INE02PY01013,BOROLTD,Borosil Ltd,IN543212
Equity,INE666D01022,BORORENEW,Borosil Renewables Ltd,IN502219
Equity,INE02L001032,BOROSCI,Borosil Scientific Ltd,IN544184
Equity,INE977Y01011,BCONCEPTS,Brand Concepts Ltd,IN543442
Equity,INE0ILD01014,BRANDBUCKT,Brandbucket Media & Technology Ltd,IN543439
Equity,INE0OMI01019,BRIGHT,Bright Outdoor Media Ltd,IN543831
Equity,INE425B01027,BCG,Brightcom Group Ltd,IN532368
Equity,INE661F01010,BRIPORT,Brilliant Portfolios Ltd,IN539434
Equity,INE0Q6L01014,BRISK,Brisk Technovision Ltd,IN544101
Equity,INE295F01017,BUTTERFLY,Butterfly Gandhimathi Appliances Ltd,IN517421
Equity,INE0BV301023,MAPMYINDIA,C.E. Info Systems Ltd,IN543425
Equity,INE557D01015,CJGEL,C.J.GELATINE PRODUCTS LTD.,IN507515
Equity,INE216C01010,CALCOM,CALCOM VISION LTD.,IN517236
Equity,INE526B01014,CALSOFT,CALIFORNIA SOFTWARE CO.LTD.,IN532386
Equity,INE627H01017,CTE,CAMBRIDGE TECHNOLOGY ENTERPRISES LTD.,IN532801
Equity,INE198C01010,CAMEXLTD,CAMEX LTD.,IN524440
Equity,INE052I01032,CAMLINFINE,CAMLIN FINE SCIENCES LTD.,IN532834
Equity,INE477A01020,CANFINHOME,CAN FIN HOMES LTD.,IN511196
Equity,INE476A01022,CANBK,CANARA BANK,IN532483
Equity,INE068L01024,CANTABIL,CANTABIL RETAIL INDIA LTD.,IN533267
Equity,INE707C01018,CAPTRUST,CAPITAL TRUST LTD.,IN511505
Equity,INE475E01026,CAPLIPOINT,CAPLIN POINT LABORATORIES LTD.,IN524742
Equity,INE479A01018,CAPRIHANS,CAPRIHANS INDIA LTD.-$,IN509486
Equity,INE470N01010,CAPRO,CAPROLACTAM CHEMICALS LTD.,IN507486
Equity,INE120A01034,CARBORUNIV,CARBORUNDUM UNIVERSAL LTD.,IN513375
Equity,INE752H01013,CARERATING,CARE Ratings Ltd,IN534804
Equity,INE521J01018,CAREERP,CAREER POINT LTD.,IN533260
Equity,INE172A01027,CASTROLIND,CASTROL INDIA LTD.,IN500870
Equity,INE778E01031,CCLINTER,CCL INTERNATIONAL LTD.,IN531900
Equity,INE421D01022,CCL,CCL PRODUCTS (INDIA) LTD.,IN519600
Equity,INE198N01017,CDG,CDG Petchem Ltd,IN534796
Equity,INE482A01020,CEATLTD,CEAT LTD.,IN500878
Equity,INE358C01010,CEEJAY,CEEJAY FINANCE LTD.,IN530789
Equity,INE418D01010,CEENIK,CEENIK EXPORTS (INDIA) LTD.,IN531119
Equity,INE760J01012,CEETAIN,CEETA INDUSTRIES LTD.,IN514171
Equity,INE185H01016,CELEBRITY,CELEBRITY FASHIONS LTD.,IN532695
Equity,INE627F01011,CENLUB,CENLUB INDUSTRIES LTD.,IN522251
Equity,INE405H01018,CSURGSU,CENTENIAL SURGICAL SUTURE LTD.,IN531380
Equity,INE483A01010,CENTRALBK,CENTRAL BANK OF INDIA,IN532885
Equity,INE660C01027,CENTRUM,CENTRUM CAPITAL LTD.,IN501150
Equity,INE320B01020,CENTUM,CENTUM ELECTRONICS LTD.,IN517544
Equity,INE485A01015,CENTENKA,CENTURY ENKA LTD.,IN500280
Equity,INE281A01026,CENTEXT,CENTURY EXTRUSIONS LTD.,IN500083
Equity,INE348B01021,CENTURYPLY,CENTURY PLYBOARDS (I) LTD.-$,IN532548
Equity,INE055A01016,CENTURYTEX,CENTURY TEXTILES & INDUSTRIES LTD.,IN500040
Equity,INE739E01017,CERA,CERA SANITARYWARE LTD.,IN532443
Equity,INE345B01019,CEREBRAINT,CEREBRA INTEGRATED TECHNOLOGIES LTD.,IN532413
Equity,INE396F01013,CESL,CES Limited,IN512341
Equity,INE486A01021,CESC,CESC LTD.,IN500084
Equity,INE0NJ001013,CFF,CFF Fluid Control Ltd,IN543920
Equity,INE067A01029,CGPOWER,CG Power and Industrial Solutions Ltd,IN500093
Equity,INE084D01010,CGVAK,CG-VAK SOFTWARE & EXPORTS LTD.,IN531489
Equity,INE669W01018,CHADPAP,CHADHA PAPERS LTD.,IN531946
Equity,INE419D01026,CLSEL,CHAMAN LAL SETIA EXPORTS LTD.-$,IN530307
Equity,INE417N01011,CHMBBRW,CHAMBAL BREWERIES & DISTILLERIES LTD.,IN512301
Equity,INE085A01013,CHAMBLFERT,CHAMBAL FERTILISERS & CHEMICALS LTD.,IN500085
Equity,INE368D01025,CHANDRAP,CHANDRA PRABHU INTERNATIONAL LTD.-$,IN530309
Equity,INE953B01010,CHRTEDCA,CHARTERED CAPITAL & INVESTMENT LTD.,IN511696
Equity,INE558F01026,CHLOGIST,CHARTERED LOGISTICS LTD.,IN531977
Equity,INE043U01010,CHDCHEM,CHD Chemicals Ltd,IN539800
Equity,INE995D01025,CHEMBOND,CHEMBOND CHEMICALS LTD.-$,IN530871
Equity,INE320M01019,CHEMOPH,CHEMO PHARMA LABORATORIES LTD.,IN506365
Equity,INE889F01017,CMMHOSP,CHENNAI MEENAKSHI MULTISPECIALITY HOSPITAL LTD.-$,IN523489
Equity,INE178A01016,CHENNPETRO,CHENNAI PETROLEUM CORPORATION LTD.,IN500110
Equity,INE974B01016,CHEVIOT,CHEVIOT CO.LTD.-$,IN526817
Equity,INE790D01020,CHLLTD,CHL LTD.,IN532992
Equity,INE102B01014,CHOICEIN,CHOICE INTERNATIONAL LTD.,IN531358
Equity,INE865B01016,CHOKSI,CHOKSI IMAGING LTD.,IN530427
Equity,INE493D01013,CHOKSILA,CHOKSI LABORATORIES LTD.,IN526546
Equity,INE975C01011,CHORDIA,CHORDIA FOOD PRODUCTS LTD.,IN519475
Equity,INE490A01015,CHOWGULSTM,CHOWGULE STEAMSHIPS LTD.,IN501833
Equity,INE052V01019,CIANAGRO,CIAN Agro Industries & Infrastructure Ltd,IN519477
Equity,INE536H01010,CIEINDIA,CIE Automotive India Ltd,IN532756
Equity,INE675C01017,CIGNITITEC,CIGNITI TECHNOLOGIES LTD.,IN534758
Equity,INE672K01025,CNOVAPETRO,CIL NOVA PETROCHEMICALS LTD.,IN533407
Equity,INE830A01012,CILSEC,CIL SECURITIES LTD.,IN530829
Equity,INE897D01015,CINDRELL,CINDRELLA FINANCIAL SERVICES LTD.,IN531283
Equity,INE908C01012,CINDHO,CINDRELLA HOTELS LTD.-$,IN526373
Equity,INE959B01017,CINERAD,CINERAD COMMUNICATIONS LTD.,IN530457
Equity,INE039B01026,CINEVISTA,CINEVISTA LTD.,IN532324
Equity,INE059A01026,CIPLA,CIPLA LTD.,IN500087
Equity,INE906D01014,CITADEL,CITADEL REALTY AND DEVELOPERS LTD.,IN502445
Equity,INE494D01011,CITIPOR,CITIPORT FINANCIAL SERVICES LTD.,IN531235
Equity,INE491A01021,CUB,CITY UNION BANK LTD.,IN532210
Equity,INE201M01029,CLEDUCATE,CL Educate Ltd,IN540403
Equity,INE02BR01017,CLASELE,CLASSIC ELECTRICALS LTD.,IN512213
Equity,INE011B01017,CLIOINFO,CLIO INFOTECH LTD.,IN530839
Equity,INE925R01014,CMSINFO,CMS Info Systems Ltd,IN543441
Equity,INE135H01029,CNIRESLTD,CNI RESEARCH LTD.,IN512018
Equity,INE522F01014,COALINDIA,COAL INDIA LTD.,IN533278
Equity,INE377E01016,COASTCORP,COASTAL CORPORATION LTD.,IN501831
Equity,INE229E01019,COARO,COASTAL ROADWAYS LTD.,IN520131
Equity,INE788M01017,COCHMAL,COCHIN MALABAR ESTATES & INDUSTRIES LTD.,IN508571
Equity,INE105D01013,COCHINM,COCHIN MINERALS & RUTILE LTD.-$,IN513353
Equity,INE259A01022,COLPAL,COLGATE-PALMOLIVE (INDIA) LTD.,IN500830
Equity,INE923C01011,COLINZ,COLINZ LABORATORIES LTD.,IN531210
